customer,instance_name,uri,servicename,healthcheck_flag,remote_name,status,final_status,transaction_date,hour,partner,transaction_count,bytes_sent,bytes_received
Leenti,api-gateway-39,/customers/4216,PaymentGateway,True,RedisCache,Pending,Failed,2022-10-30,4,Partner8,430,129536,2105
Realfire,api-gateway-41,/customers/4421,MessageQueueService,False,GooglePubSub,Pending,Pending,2021-06-26,19,Partner5,846,592596,831406
Mynte,api-gateway-26,/customers/5276,DatabaseProxyService,False,AuthService,Pending,Completed,2022-05-17,17,Partner5,626,438481,918804
Ntags,api-gateway-20,/customers/4896,ConfigService,False,BillingService,Completed,Completed,2022-07-03,23,Partner2,417,707343,404862
Tagchat,api-gateway-29,/customers/7073,GoogleMapsAPI,True,KongGateway,Failed,Pending,2020-06-12,11,Partner7,433,688985,250889
Dabtype,api-gateway-98,/customers/2708,UserService,False,SensorArrayA1,Completed,Failed,2021-05-28,11,Partner8,777,943393,408252
Oodoo,api-gateway-63,/customers/5239,PaymentGateway,False,AWS_S3,Failed,Pending,2021-09-21,19,Partner1,891,926709,921072
Pixope,api-gateway-73,/customers/3629,UserService,False,SensorArrayA1,Completed,Failed,2021-12-08,11,Partner2,601,795325,763462
Zazio,api-gateway-05,/customers/9025,NotificationEngine,False,RedisCache,Pending,Failed,2021-06-14,23,Partner1,320,96956,545716
Flipbug,api-gateway-80,/customers/1275,InventoryModule,False,SalesforceCRM,Completed,Pending,2022-12-13,6,Partner8,283,551672,934138
Lazzy,api-gateway-66,/customers/1853,NotificationEngine,False,SmartLock-Entrance,Completed,Failed,2022-09-29,14,Partner8,397,527546,818713
Twitterlist,api-gateway-58,/customers/4175,PaymentGateway,False,AzureBlobStorage,Pending,Failed,2022-09-23,19,Partner8,306,953584,767092
Agivu,api-gateway-48,/customers/1063,ConfigService,True,RedisCache,Completed,Pending,2021-03-15,12,Partner9,112,95458,706395
Shufflester,api-gateway-82,/customers/4585,CatalogService,False,BillingService,Completed,Completed,2020-01-12,6,Partner6,679,565373,191406
Youspan,api-gateway-38,/customers/6541,UserService,True,192.168.1.10,Completed,Failed,2022-06-10,4,Partner1,441,216631,742647
Zoombeat,api-gateway-20,/customers/9909,UserService,True,AuthService,Completed,Pending,2020-11-19,8,Partner9,375,114770,808420
Babbleblab,api-gateway-47,/customers/7193,OrderManagementService,True,AuthService,Pending,Completed,2021-05-26,6,Partner9,662,187386,851014
Linkbridge,api-gateway-70,/customers/7220,NotificationEngine,True,Server42,Failed,Pending,2022-11-13,7,Partner9,863,777299,877868
Babbleopia,api-gateway-79,/customers/7334,DatabaseProxyService,False,SensorArrayA1,Failed,Completed,2020-05-17,15,Partner5,964,766851,531708
Tagcat,api-gateway-33,/customers/3921,NotificationEngine,True,Server42,Failed,Pending,2021-09-27,8,Partner5,957,463912,264764
Mynte,api-gateway-75,/customers/9068,ConfigService,False,AWS_S3,Pending,Completed,2021-08-13,1,Partner7,322,770018,265102
Pixonyx,api-gateway-07,/customers/6370,OrderManagementService,False,AzureBlobStorage,Pending,Pending,2021-08-30,22,Partner1,711,305609,803970
Trunyx,api-gateway-60,/customers/6235,LoggingService,False,SmartLock-Entrance,Completed,Pending,2020-12-08,18,Partner3,43,519107,22744
Janyx,api-gateway-19,/customers/0173,ConfigService,True,DBCluster01,Completed,Failed,2020-01-04,9,Partner6,186,84558,966190
Zava,api-gateway-39,/customers/2885,ConfigService,False,SmartLock-Entrance,Pending,Failed,2021-03-15,5,Partner8,57,152688,177534
Skimia,api-gateway-80,/customers/6497,PaymentGateway,True,192.168.1.10,Failed,Failed,2022-10-10,9,Partner1,664,309828,243594
Oyoloo,api-gateway-42,/customers/9636,InventoryModule,True,RedisCache,Pending,Completed,2021-07-23,16,Partner9,952,598571,4962
Geba,api-gateway-38,/customers/1745,GoogleMapsAPI,True,AzureBlobStorage,Completed,Pending,2022-04-13,9,Partner6,20,140888,721675
Livepath,api-gateway-61,/customers/7122,InventoryModule,False,192.168.1.10,Completed,Failed,2022-05-31,3,Partner7,329,990456,385306
Agimba,api-gateway-17,/customers/1274,OrderManagementService,False,SensorArrayA1,Failed,Failed,2022-01-24,16,Partner3,781,742683,929585
Quire,api-gateway-63,/customers/3879,UserService,False,GooglePubSub,Completed,Failed,2022-05-19,14,Partner5,692,166001,355369
Photobug,api-gateway-46,/customers/8404,CatalogService,False,AuthService,Pending,Failed,2020-01-31,15,Partner5,104,777,634702
Cogidoo,api-gateway-86,/customers/9310,GoogleMapsAPI,True,AuthService,Completed,Pending,2021-03-22,17,Partner7,339,895217,15094
Thoughtbridge,api-gateway-75,/customers/1034,CatalogService,False,AuthService,Completed,Pending,2021-09-15,3,Partner6,759,649489,13275
Meemm,api-gateway-79,/customers/5782,PaymentGateway,False,SalesforceCRM,Pending,Completed,2021-06-17,20,Partner8,537,194190,988698
Thoughtstorm,api-gateway-28,/customers/2645,ConfigService,True,Server42,Pending,Pending,2021-02-19,9,Partner4,594,325353,568686
Plajo,api-gateway-71,/customers/2938,LoggingService,True,SalesforceCRM,Completed,Completed,2020-09-23,8,Partner3,183,106245,961011
Devbug,api-gateway-17,/customers/3975,ConfigService,True,BillingService,Completed,Failed,2022-10-02,3,Partner2,203,25276,697677
Edgewire,api-gateway-72,/customers/2579,NotificationEngine,False,Server42,Completed,Failed,2021-01-26,19,Partner5,674,137173,184520
Rhyzio,api-gateway-98,/customers/2589,ConfigService,False,AuthService,Pending,Failed,2022-07-21,14,Partner4,132,538709,392373
Twitternation,api-gateway-19,/customers/6880,LoggingService,False,GooglePubSub,Failed,Pending,2022-09-22,21,Partner1,369,933298,353342
Devcast,api-gateway-13,/customers/8244,MessageQueueService,True,AWS_S3,Failed,Failed,2020-04-29,19,Partner9,607,711264,546237
Livetube,api-gateway-25,/customers/0514,PaymentGateway,False,AzureBlobStorage,Pending,Failed,2021-02-28,10,Partner3,460,103941,355924
Oyoyo,api-gateway-57,/customers/4025,CatalogService,True,RedisCache,Failed,Completed,2020-11-07,2,Partner1,862,863568,682563
Agimba,api-gateway-66,/customers/4864,LoggingService,False,RedisCache,Failed,Failed,2020-10-29,10,Partner6,5,242682,907159
Zoonoodle,api-gateway-61,/customers/3205,PaymentGateway,False,RedisCache,Pending,Failed,2021-09-22,21,Partner6,246,706795,814476
Rhycero,api-gateway-75,/customers/1276,GoogleMapsAPI,True,SensorArrayA1,Failed,Failed,2021-04-28,2,Partner6,929,604336,710396
Zoonder,api-gateway-56,/customers/6043,ConfigService,False,AuthService,Pending,Pending,2020-12-14,15,Partner5,506,386235,564521
Rhynyx,api-gateway-57,/customers/6948,LoggingService,True,SensorArrayA1,Failed,Pending,2021-07-17,12,Partner5,449,994623,563858
Eire,api-gateway-68,/customers/2000,LoggingService,False,AzureBlobStorage,Pending,Pending,2022-07-17,15,Partner5,395,457551,851396
Realbridge,api-gateway-12,/customers/5174,MessageQueueService,False,AWS_S3,Completed,Failed,2020-10-18,2,Partner1,166,847325,647960
Mydeo,api-gateway-01,/customers/4326,OrderManagementService,False,AuthService,Pending,Failed,2021-09-13,20,Partner1,743,234702,894896
Quimba,api-gateway-75,/customers/1097,NotificationEngine,True,ApigeeEdge,Failed,Pending,2020-08-14,16,Partner5,802,655838,382748
Trudeo,api-gateway-97,/customers/6629,CatalogService,False,ApigeeEdge,Completed,Pending,2020-04-11,4,Partner1,992,764843,993015
Topdrive,api-gateway-26,/customers/5297,LoggingService,False,SalesforceCRM,Failed,Pending,2021-11-23,7,Partner9,158,435423,396105
Tagcat,api-gateway-68,/customers/5823,DatabaseProxyService,True,192.168.1.10,Pending,Pending,2022-02-25,19,Partner7,20,332931,115274
Yoveo,api-gateway-17,/customers/4214,InventoryModule,True,SmartLock-Entrance,Failed,Completed,2020-06-04,1,Partner2,233,104507,145068
Tazzy,api-gateway-39,/customers/5296,UserService,True,SalesforceCRM,Pending,Pending,2021-05-17,14,Partner1,585,558820,838556
Geba,api-gateway-17,/customers/2483,PaymentGateway,True,AzureBlobStorage,Completed,Failed,2022-05-04,21,Partner4,328,825814,810281
Shuffledrive,api-gateway-16,/customers/9008,InventoryModule,False,ApigeeEdge,Pending,Failed,2022-08-12,9,Partner7,821,11801,426298
Shufflebeat,api-gateway-75,/customers/6345,ConfigService,False,BillingService,Pending,Failed,2020-05-15,17,Partner7,818,800404,377158
Zava,api-gateway-50,/customers/2850,CatalogService,False,BillingService,Completed,Completed,2020-03-25,19,Partner1,27,144951,604496
Skiptube,api-gateway-80,/customers/7843,ConfigService,True,BillingService,Failed,Pending,2022-12-07,2,Partner5,592,521449,76557
Quinu,api-gateway-91,/customers/0436,MessageQueueService,False,DBCluster01,Pending,Completed,2020-12-03,4,Partner9,382,420970,631908
Avaveo,api-gateway-75,/customers/5386,ConfigService,False,SmartLock-Entrance,Completed,Pending,2020-12-23,5,Partner3,670,603448,20509
Feedmix,api-gateway-55,/customers/0263,ConfigService,False,GooglePubSub,Pending,Completed,2020-03-23,7,Partner2,182,623808,134634
Dabfeed,api-gateway-20,/customers/2836,MessageQueueService,False,Server42,Pending,Completed,2021-01-03,12,Partner8,745,149302,441674
Mudo,api-gateway-64,/customers/6985,OrderManagementService,True,ApigeeEdge,Failed,Pending,2020-11-12,19,Partner7,620,187165,367560
Leenti,api-gateway-91,/customers/8810,InventoryModule,False,BillingService,Completed,Completed,2022-07-19,11,Partner1,763,750418,826284
Bluejam,api-gateway-14,/customers/9187,DatabaseProxyService,True,GooglePubSub,Pending,Completed,2022-03-29,22,Partner4,973,431537,181426
Brainverse,api-gateway-68,/customers/5033,CatalogService,True,AzureBlobStorage,Completed,Pending,2022-02-23,7,Partner9,36,50330,571377
Yamia,api-gateway-74,/customers/5070,ConfigService,True,SmartLock-Entrance,Failed,Failed,2022-03-03,13,Partner7,936,384988,991139
Fatz,api-gateway-45,/customers/2995,ConfigService,False,192.168.1.10,Completed,Pending,2020-06-30,15,Partner2,696,615945,571740
Pixoboo,api-gateway-14,/customers/2602,GoogleMapsAPI,False,AzureBlobStorage,Completed,Pending,2021-05-25,12,Partner1,174,497116,432511
Twimm,api-gateway-65,/customers/0408,DatabaseProxyService,False,SmartLock-Entrance,Completed,Failed,2022-07-18,1,Partner8,688,45074,104410
Zoonder,api-gateway-81,/customers/8588,OrderManagementService,False,192.168.1.10,Pending,Pending,2020-06-01,20,Partner5,543,314410,455157
Feedbug,api-gateway-17,/customers/0469,GoogleMapsAPI,False,GooglePubSub,Failed,Pending,2021-09-01,11,Partner9,230,160941,752382
Skyble,api-gateway-53,/customers/4215,LoggingService,False,AWS_S3,Completed,Pending,2020-08-23,2,Partner1,231,580425,318854
Edgeify,api-gateway-27,/customers/4914,PaymentGateway,False,RedisCache,Failed,Completed,2021-12-08,5,Partner9,174,523439,536763
Oyoba,api-gateway-78,/customers/1169,InventoryModule,False,AuthService,Failed,Completed,2021-02-03,10,Partner3,670,778895,14397
Oba,api-gateway-05,/customers/0203,InventoryModule,True,DBCluster01,Completed,Completed,2021-03-20,15,Partner4,820,206582,126527
Photospace,api-gateway-35,/customers/9162,CatalogService,True,AuthService,Failed,Pending,2020-08-25,10,Partner9,171,98752,975003
Izio,api-gateway-72,/customers/0879,LoggingService,True,SensorArrayA1,Completed,Failed,2021-05-08,9,Partner2,255,394840,686841
Camimbo,api-gateway-06,/customers/9987,LoggingService,True,SalesforceCRM,Pending,Failed,2021-06-17,21,Partner6,698,566999,546977
Feedbug,api-gateway-65,/customers/1142,MessageQueueService,True,SmartLock-Entrance,Pending,Failed,2020-01-28,0,Partner4,403,151928,137781
Edgeclub,api-gateway-70,/customers/6543,CatalogService,True,AzureBlobStorage,Pending,Completed,2020-07-03,6,Partner5,783,28010,487231
Avavee,api-gateway-05,/customers/1977,NotificationEngine,True,Server42,Pending,Completed,2021-05-15,7,Partner9,83,652631,193448
Eidel,api-gateway-96,/customers/6643,DatabaseProxyService,True,DBCluster01,Completed,Pending,2022-08-03,10,Partner2,99,931793,601144
Meembee,api-gateway-67,/customers/2734,LoggingService,True,RedisCache,Completed,Pending,2022-04-29,23,Partner8,587,862456,126000
Twitterlist,api-gateway-92,/customers/4947,UserService,False,KongGateway,Failed,Completed,2022-05-17,18,Partner3,762,391077,931159
Lazzy,api-gateway-84,/customers/4805,CatalogService,True,SalesforceCRM,Completed,Failed,2022-07-10,8,Partner5,597,743497,357141
Tagfeed,api-gateway-13,/customers/7593,DatabaseProxyService,True,192.168.1.10,Pending,Completed,2021-04-08,22,Partner7,344,916050,383951
Blogtags,api-gateway-30,/customers/3919,CatalogService,False,ApigeeEdge,Completed,Pending,2020-11-21,12,Partner7,176,962581,904230
Roombo,api-gateway-80,/customers/3325,CatalogService,True,AzureBlobStorage,Completed,Pending,2021-09-16,19,Partner6,600,525704,166767
Yamia,api-gateway-00,/customers/5114,UserService,True,SalesforceCRM,Pending,Failed,2020-02-09,15,Partner5,504,401483,19926
Thoughtmix,api-gateway-68,/customers/4441,MessageQueueService,False,SensorArrayA1,Completed,Pending,2022-10-18,19,Partner5,960,550088,639669
Youtags,api-gateway-86,/customers/5208,MessageQueueService,True,BillingService,Pending,Failed,2022-08-09,8,Partner2,773,573106,507993
Oyondu,api-gateway-80,/customers/5734,InventoryModule,True,SalesforceCRM,Pending,Failed,2020-06-24,11,Partner3,508,802000,858490
Realmix,api-gateway-72,/customers/1054,GoogleMapsAPI,False,BillingService,Pending,Pending,2021-09-13,2,Partner8,342,882311,26060
Youbridge,api-gateway-18,/customers/5909,InventoryModule,False,ApigeeEdge,Pending,Pending,2020-03-21,19,Partner9,614,382123,983622
Skyba,api-gateway-27,/customers/7067,OrderManagementService,True,AuthService,Pending,Failed,2020-02-20,9,Partner1,579,408496,759354
Jaxworks,api-gateway-91,/customers/9482,NotificationEngine,False,Server42,Failed,Failed,2022-12-13,1,Partner8,244,197053,832383
Mita,api-gateway-72,/customers/9355,NotificationEngine,False,BillingService,Pending,Completed,2021-03-28,9,Partner9,71,719326,946251
Yozio,api-gateway-80,/customers/4734,InventoryModule,True,SalesforceCRM,Completed,Pending,2022-12-13,21,Partner8,663,81389,374725
Kazio,api-gateway-21,/customers/0166,GoogleMapsAPI,True,BillingService,Pending,Failed,2020-01-22,14,Partner7,154,540386,465343
Eabox,api-gateway-63,/customers/0995,DatabaseProxyService,True,AzureBlobStorage,Completed,Pending,2022-08-23,11,Partner6,306,702884,854749
Zava,api-gateway-48,/customers/5062,ConfigService,True,DBCluster01,Failed,Completed,2022-11-08,13,Partner5,285,854604,199634
Skyvu,api-gateway-85,/customers/2225,MessageQueueService,True,192.168.1.10,Failed,Completed,2021-10-10,11,Partner4,742,202694,786864
Tekfly,api-gateway-34,/customers/0086,PaymentGateway,False,SensorArrayA1,Pending,Completed,2022-11-27,0,Partner7,651,547715,777917
Meemm,api-gateway-82,/customers/6958,CatalogService,True,SmartLock-Entrance,Failed,Pending,2021-03-17,16,Partner7,864,81273,776045
Skalith,api-gateway-51,/customers/6449,MessageQueueService,True,SalesforceCRM,Pending,Completed,2022-11-19,16,Partner7,434,324710,519753
Yoveo,api-gateway-00,/customers/8349,MessageQueueService,False,KongGateway,Completed,Failed,2022-05-27,21,Partner4,30,210719,761022
Trudeo,api-gateway-62,/customers/6808,NotificationEngine,True,DBCluster01,Completed,Failed,2021-08-10,15,Partner6,206,69174,180367
Zoombeat,api-gateway-88,/customers/5633,LoggingService,False,SmartLock-Entrance,Completed,Completed,2021-01-17,15,Partner9,990,35143,775197
Quire,api-gateway-98,/customers/0132,NotificationEngine,True,KongGateway,Failed,Pending,2020-08-16,12,Partner1,283,657814,689733
Skyba,api-gateway-24,/customers/2806,LoggingService,False,ApigeeEdge,Completed,Pending,2022-08-20,2,Partner3,834,489473,609228
Oyoyo,api-gateway-33,/customers/8011,DatabaseProxyService,False,RedisCache,Pending,Failed,2021-12-20,12,Partner6,266,257726,837073
Tanoodle,api-gateway-11,/customers/7563,OrderManagementService,False,GooglePubSub,Completed,Failed,2021-07-10,19,Partner4,109,11275,949846
Edgepulse,api-gateway-97,/customers/4454,GoogleMapsAPI,True,Server42,Failed,Failed,2021-04-18,11,Partner3,219,245374,517830
Geba,api-gateway-88,/customers/4357,LoggingService,False,SalesforceCRM,Failed,Completed,2022-02-14,6,Partner1,412,719990,566480
Trupe,api-gateway-02,/customers/3949,ConfigService,False,AWS_S3,Pending,Completed,2022-06-27,20,Partner9,307,149902,987164
Yakitri,api-gateway-72,/customers/8226,DatabaseProxyService,True,192.168.1.10,Pending,Completed,2022-07-11,2,Partner3,614,648137,865797
Jetwire,api-gateway-88,/customers/0466,PaymentGateway,True,AWS_S3,Completed,Failed,2020-04-04,7,Partner2,512,369119,897997
Realfire,api-gateway-01,/customers/5176,OrderManagementService,True,GooglePubSub,Failed,Failed,2020-10-14,15,Partner7,316,411276,216842
Trilia,api-gateway-18,/customers/5904,CatalogService,True,192.168.1.10,Failed,Completed,2020-01-27,9,Partner1,991,875851,364993
Trudeo,api-gateway-37,/customers/6370,OrderManagementService,False,192.168.1.10,Pending,Failed,2020-11-03,21,Partner2,404,413902,84236
Skyndu,api-gateway-27,/customers/2347,GoogleMapsAPI,False,RedisCache,Completed,Completed,2021-02-22,23,Partner8,366,158724,66144
Leexo,api-gateway-77,/customers/0921,OrderManagementService,False,GooglePubSub,Pending,Failed,2020-09-07,9,Partner5,566,801314,65681
Trunyx,api-gateway-10,/customers/5865,OrderManagementService,False,GooglePubSub,Completed,Completed,2020-05-11,19,Partner5,216,715796,162962
Blogspan,api-gateway-63,/customers/1105,PaymentGateway,True,AzureBlobStorage,Failed,Pending,2021-06-14,10,Partner3,943,539869,212867
Lazz,api-gateway-10,/customers/3170,CatalogService,False,BillingService,Failed,Pending,2021-02-11,18,Partner2,887,970542,712270
Camimbo,api-gateway-79,/customers/1306,MessageQueueService,True,DBCluster01,Pending,Completed,2022-08-17,23,Partner1,212,416150,700941
Meedoo,api-gateway-83,/customers/7491,OrderManagementService,False,AzureBlobStorage,Failed,Completed,2020-09-15,7,Partner9,224,429926,259023
Edgepulse,api-gateway-98,/customers/7175,DatabaseProxyService,True,RedisCache,Completed,Pending,2020-05-21,15,Partner6,74,812949,99671
Trilia,api-gateway-55,/customers/1273,InventoryModule,True,AuthService,Completed,Pending,2021-09-08,20,Partner4,104,41770,854487
Jabbersphere,api-gateway-11,/customers/8629,GoogleMapsAPI,True,DBCluster01,Pending,Pending,2021-02-11,22,Partner3,847,403457,204434
Mudo,api-gateway-46,/customers/0332,GoogleMapsAPI,False,GooglePubSub,Pending,Pending,2021-08-24,23,Partner5,985,891135,426355
Photojam,api-gateway-62,/customers/1958,DatabaseProxyService,False,192.168.1.10,Failed,Failed,2020-07-29,9,Partner7,355,258956,256981
Rhybox,api-gateway-33,/customers/7336,CatalogService,False,RedisCache,Failed,Failed,2021-04-04,16,Partner1,504,527010,720285
Avaveo,api-gateway-56,/customers/1025,ConfigService,True,SalesforceCRM,Failed,Pending,2022-04-25,3,Partner5,162,221786,955429
Yadel,api-gateway-44,/customers/5423,PaymentGateway,True,SalesforceCRM,Failed,Failed,2021-09-17,5,Partner9,142,439035,779875
Eare,api-gateway-66,/customers/0294,NotificationEngine,True,GooglePubSub,Pending,Failed,2020-12-07,22,Partner8,128,948910,509373
Dynava,api-gateway-56,/customers/0710,UserService,False,AWS_S3,Failed,Failed,2020-10-11,11,Partner8,805,288085,267803
Yamia,api-gateway-45,/customers/5251,NotificationEngine,True,192.168.1.10,Pending,Completed,2020-04-13,15,Partner3,678,456656,96817
Tavu,api-gateway-90,/customers/6905,MessageQueueService,True,Server42,Failed,Completed,2020-08-04,14,Partner1,89,608232,425186
Edgeify,api-gateway-62,/customers/5958,DatabaseProxyService,True,SensorArrayA1,Pending,Completed,2021-08-09,22,Partner1,637,228306,885403
Twitterwire,api-gateway-55,/customers/2273,MessageQueueService,True,BillingService,Completed,Pending,2020-01-03,19,Partner7,540,910770,649832
Jayo,api-gateway-93,/customers/4395,NotificationEngine,True,KongGateway,Completed,Completed,2020-04-17,18,Partner6,624,379841,760459
Yombu,api-gateway-10,/customers/9199,DatabaseProxyService,False,DBCluster01,Failed,Failed,2022-11-29,15,Partner9,143,168357,41404
Jaxspan,api-gateway-29,/customers/8289,NotificationEngine,True,RedisCache,Pending,Failed,2021-09-11,22,Partner3,36,741798,115006
Thoughtstorm,api-gateway-47,/customers/9569,NotificationEngine,True,192.168.1.10,Failed,Pending,2020-12-23,8,Partner1,891,565606,396214
Oloo,api-gateway-76,/customers/2012,NotificationEngine,True,SmartLock-Entrance,Pending,Failed,2021-11-23,0,Partner5,708,143791,340111
Trudoo,api-gateway-57,/customers/7653,DatabaseProxyService,True,SalesforceCRM,Pending,Completed,2021-03-18,17,Partner3,392,263654,728712
Kaymbo,api-gateway-62,/customers/6622,PaymentGateway,False,KongGateway,Pending,Completed,2022-10-24,17,Partner6,351,442848,341707
Innotype,api-gateway-27,/customers/9662,OrderManagementService,True,SalesforceCRM,Completed,Failed,2020-08-24,8,Partner3,972,415047,106975
Fadeo,api-gateway-65,/customers/9371,MessageQueueService,False,DBCluster01,Completed,Completed,2020-09-28,4,Partner1,532,791057,878820
BlogXS,api-gateway-94,/customers/2305,InventoryModule,False,BillingService,Completed,Pending,2021-06-19,14,Partner2,565,122005,537738
Photospace,api-gateway-68,/customers/1780,InventoryModule,False,AuthService,Failed,Completed,2022-10-12,18,Partner1,79,100853,315233
Buzzshare,api-gateway-05,/customers/6118,OrderManagementService,False,AzureBlobStorage,Pending,Completed,2020-03-15,8,Partner8,565,88410,112541
Jayo,api-gateway-72,/customers/0265,UserService,False,SensorArrayA1,Failed,Failed,2020-05-14,5,Partner2,457,466811,133653
Zoozzy,api-gateway-28,/customers/0041,DatabaseProxyService,False,BillingService,Pending,Completed,2022-09-22,9,Partner5,363,697794,76226
Snaptags,api-gateway-29,/customers/1068,PaymentGateway,False,192.168.1.10,Pending,Completed,2020-12-07,13,Partner7,951,365274,289456
Tazzy,api-gateway-96,/customers/1040,LoggingService,True,AWS_S3,Pending,Completed,2021-05-25,1,Partner2,453,425921,875961
Eazzy,api-gateway-64,/customers/5871,GoogleMapsAPI,False,AuthService,Pending,Failed,2022-11-20,10,Partner1,212,583972,395236
Youbridge,api-gateway-06,/customers/6042,ConfigService,True,DBCluster01,Failed,Failed,2021-10-27,17,Partner9,303,243866,406084
Devcast,api-gateway-14,/customers/6790,NotificationEngine,True,GooglePubSub,Failed,Pending,2022-05-14,5,Partner1,311,96438,435153
Zoombeat,api-gateway-75,/customers/0505,ConfigService,True,SmartLock-Entrance,Failed,Completed,2021-02-25,18,Partner2,336,474103,840877
Innojam,api-gateway-95,/customers/9220,MessageQueueService,True,KongGateway,Failed,Pending,2021-12-26,7,Partner3,442,302039,827852
Meemm,api-gateway-46,/customers/6914,OrderManagementService,False,GooglePubSub,Completed,Pending,2021-07-14,5,Partner4,871,969634,306284
Yakidoo,api-gateway-73,/customers/1623,UserService,False,SmartLock-Entrance,Completed,Failed,2020-08-11,7,Partner9,914,69932,658495
Skinix,api-gateway-80,/customers/4450,CatalogService,False,BillingService,Pending,Pending,2021-05-20,21,Partner6,657,779586,674339
Ailane,api-gateway-23,/customers/3947,CatalogService,True,RedisCache,Completed,Completed,2021-08-10,7,Partner2,573,511641,258146
Devcast,api-gateway-64,/customers/6893,ConfigService,False,AzureBlobStorage,Failed,Completed,2020-06-13,16,Partner1,943,519338,555324
Tagtune,api-gateway-48,/customers/4151,PaymentGateway,True,DBCluster01,Completed,Completed,2021-07-14,4,Partner4,189,164713,894924
Ntag,api-gateway-04,/customers/7014,OrderManagementService,False,RedisCache,Pending,Pending,2022-09-27,8,Partner5,962,701816,931866
Skynoodle,api-gateway-30,/customers/6437,GoogleMapsAPI,False,192.168.1.10,Pending,Pending,2021-06-16,2,Partner9,875,924245,324396
Ntags,api-gateway-38,/customers/5431,CatalogService,True,AuthService,Failed,Completed,2021-01-15,18,Partner2,447,32285,63886
Mybuzz,api-gateway-30,/customers/6335,NotificationEngine,True,SalesforceCRM,Failed,Completed,2021-07-07,0,Partner8,803,155561,639232
Blogpad,api-gateway-51,/customers/0665,DatabaseProxyService,True,GooglePubSub,Pending,Pending,2022-10-23,10,Partner5,683,163622,348191
Quinu,api-gateway-44,/customers/3186,MessageQueueService,True,BillingService,Completed,Failed,2022-10-03,18,Partner6,276,292977,839054
Skippad,api-gateway-51,/customers/4610,OrderManagementService,False,ApigeeEdge,Completed,Completed,2021-12-15,21,Partner5,602,936833,828261
Oozz,api-gateway-11,/customers/3745,NotificationEngine,True,SalesforceCRM,Completed,Failed,2020-03-31,11,Partner6,519,958017,405735
Feedbug,api-gateway-40,/customers/9106,GoogleMapsAPI,False,RedisCache,Failed,Pending,2022-01-13,17,Partner4,592,513910,575880
Eidel,api-gateway-01,/customers/5835,NotificationEngine,True,KongGateway,Completed,Failed,2020-05-07,4,Partner6,162,223108,811155
Abatz,api-gateway-56,/customers/3518,InventoryModule,False,AzureBlobStorage,Pending,Pending,2022-10-02,4,Partner2,974,979551,772843
Zoomlounge,api-gateway-71,/customers/6278,LoggingService,True,AWS_S3,Completed,Failed,2022-10-06,4,Partner5,104,152647,362099
Plajo,api-gateway-60,/customers/7171,DatabaseProxyService,True,DBCluster01,Pending,Pending,2021-11-10,9,Partner3,832,101051,468275
Browseblab,api-gateway-49,/customers/1170,NotificationEngine,True,DBCluster01,Pending,Pending,2022-02-04,7,Partner4,941,120787,319184
Jetpulse,api-gateway-52,/customers/5621,UserService,True,SensorArrayA1,Pending,Pending,2022-10-26,12,Partner1,960,789893,88547
Ainyx,api-gateway-62,/customers/9449,InventoryModule,True,192.168.1.10,Completed,Completed,2022-12-28,22,Partner2,274,904115,676834
Einti,api-gateway-14,/customers/1504,CatalogService,False,Server42,Pending,Failed,2022-01-21,6,Partner9,553,104615,188400
Feedfire,api-gateway-83,/customers/2275,PaymentGateway,True,192.168.1.10,Completed,Failed,2022-11-20,16,Partner4,135,245121,715169
Buzzster,api-gateway-55,/customers/7152,InventoryModule,False,AWS_S3,Pending,Completed,2022-02-04,8,Partner4,992,288157,234220
Reallinks,api-gateway-88,/customers/6022,LoggingService,True,DBCluster01,Completed,Failed,2021-10-08,19,Partner9,783,392505,709327
Youtags,api-gateway-16,/customers/6848,MessageQueueService,False,Server42,Pending,Pending,2022-12-12,7,Partner9,637,662019,708114
Katz,api-gateway-37,/customers/1009,InventoryModule,False,DBCluster01,Pending,Pending,2021-04-23,20,Partner7,68,70928,841021
Centizu,api-gateway-44,/customers/0430,InventoryModule,True,KongGateway,Completed,Pending,2020-10-31,19,Partner8,171,454189,964806
Bubblebox,api-gateway-32,/customers/0438,UserService,True,Server42,Failed,Completed,2021-11-10,9,Partner7,880,516554,800608
Thoughtblab,api-gateway-41,/customers/3275,CatalogService,False,KongGateway,Failed,Pending,2021-11-06,4,Partner3,763,249030,337563
Linkbuzz,api-gateway-01,/customers/9571,LoggingService,False,RedisCache,Failed,Pending,2020-11-26,22,Partner8,951,421349,441394
Buzzshare,api-gateway-70,/customers/7627,DatabaseProxyService,False,AWS_S3,Completed,Completed,2021-07-22,19,Partner1,757,206302,927968
Twitterbeat,api-gateway-95,/customers/7920,UserService,False,AuthService,Completed,Pending,2020-10-22,9,Partner3,314,647439,901108
Skyba,api-gateway-47,/customers/3639,CatalogService,True,Server42,Failed,Completed,2021-05-13,17,Partner1,688,135523,929263
Lazz,api-gateway-30,/customers/8926,CatalogService,False,DBCluster01,Completed,Pending,2022-03-11,15,Partner7,407,237720,948699
Rhyloo,api-gateway-50,/customers/2438,DatabaseProxyService,False,AzureBlobStorage,Pending,Completed,2020-06-09,13,Partner5,631,115890,225886
Voonder,api-gateway-09,/customers/8003,NotificationEngine,False,RedisCache,Failed,Completed,2021-09-15,15,Partner4,235,941627,146591
